video_path,label,split
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1324.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1725.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2230.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\966.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2375.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3690.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2808.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1326.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\59.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3019.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\259.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\121.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\52.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1322.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1352.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3695.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1130.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\32.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2461.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3886.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1653.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2158.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\102.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2089.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\844.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3928.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\368.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1913.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\647.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3932.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\901.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1716.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1904.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3856.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3876.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2242.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2200.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2697.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1670.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2239.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1734.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1795.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1544.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2650.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2044.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2821.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\846.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2537.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2451.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1506.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\599.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2852.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\999.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\638.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3639.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1230.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2095.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1013.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\699.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\400.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1162.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1357.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2081.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2830.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1631.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3625.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1466.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1029.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\39.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3754.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1979.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\496.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\222.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2124.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1012.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\780.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\704.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2459.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2567.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2623.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1817.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1508.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1327.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2752.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2888.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\513.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2873.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\262.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3018.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2302.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\532.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1822.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1127.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\763.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1843.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\214.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1179.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2377.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\75.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\528.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2390.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3743.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1475.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1536.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\111.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3710.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2234.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\216.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\429.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1070.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2667.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\719.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3640.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3873.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1141.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\572.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1811.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3670.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1861.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\670.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1285.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\561.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1925.mp4,0,train
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1718.mp4,0,train
