video_path,Sv,Sl,Sb,Sh,Sa,Sf_pipeline
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1651.mp4,0.438589080397425,0.523904286235783,0.9827145211916347,0.106068001607919,0.03256182000041008,0.42500745581688926
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1931.mp4,0.4194485818346341,0.8222797503737249,0.9824908828862269,0.09568590487665667,0.02383953146636486,0.38921280809529196
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3848.mp4,0.41367542594172885,0.5,0.9755571093350325,0.5,0.03480568155646324,0.4389305048407507
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\637.mp4,0.41759174317121506,0.7339429336355549,0.5,0.07172129252248743,0.04211058467626572,0.3615605478834974
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2630.mp4,0.42025853808791863,0.5,0.9940636782906662,0.09994956710235238,0.02360815927386284,0.4020588905699447
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2781.mp4,0.41516102622537054,0.5,0.9951555648648832,0.5,0.008897364139556885,0.4376726229088387
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\747.mp4,0.4255018030965565,0.0,0.9943874962012542,0.05724791497313742,0.03368200361728668,0.40444343369923563
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2812.mp4,0.4276100527357172,0.0,0.9665603516160258,0.09808951987130182,0.01777123287320137,0.387100388556977
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1353.mp4,0.421979700052549,0.7977058277525049,0.9540998907046994,0.0922752423832437,0.05234666168689728,0.3897072346879739
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\462.mp4,0.41405760323194635,0.5,0.5,0.5,0.054333630949258804,0.39447596609676466
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\288.mp4,0.4229100734149854,0.8488580406833324,0.9911063079174737,0.08984817187039414,0.02031121402978897,0.4039138446641664
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1700.mp4,0.41612836658297214,0.5,0.9906167001042765,0.11604519499364921,0.04853876307606697,0.40520476893354007
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2306.mp4,0.405713765649125,0.74172348635514,0.9641140194163836,0.06418655734438046,0.03883592411875725,0.3774106139550529
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3918.mp4,0.0,0.0,0.5,0.5,0.08441290259361267,0.1126619353890419
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2084.mp4,0.40445551379418476,0.5,0.9771314102846544,0.08147669814948642,0.02094477228820324,0.3910075078940277
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3626.mp4,0.4301269456744194,0.5,0.5,0.5,0.02287190780043602,0.39698791172355413
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\574.mp4,0.42949282396130445,0.9152261597332891,0.8497747292984805,0.09532868378438626,0.03135659173130989,0.39055770032724285
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3712.mp4,0.0,0.0,0.5,0.5,0.047520000487565994,0.1071280000731349
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2075.mp4,0.4228200376033783,0.0,0.5,0.5,0.009489517658948898,0.39169244457036256
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2337.mp4,0.4264434998943692,0.7948595500721496,0.9880652981476749,0.0528380645471315,0.017408324405550957,0.38868279625739066
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1537.mp4,0.4536961728334427,0.5,0.9938234450313445,0.5,0.03800563886761665,0.4592464681083262
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\918.mp4,0.4164755963673026,0.9067022439379901,0.99881794089325,0.0929147814380232,0.04313298687338829,0.40130309904612277
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3980.mp4,0.4166642526121044,0.7400081591347459,0.9838774826133988,0.09010461174800406,0.08044170588254929,0.40634682428154023
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1999.mp4,0.4077244921766146,0.5,0.9936967717261114,0.0973030031172555,0.007153153885155916,0.39364897204658666
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1502.mp4,0.4475733049176819,0.7241483732799749,0.9927186877838149,0.09118957062221303,0.025637973099946976,0.419899327863138
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2853.mp4,0.41929492491100906,0.0,0.5,0.5,0.008314218372106552,0.3899298489657701
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3686.mp4,0.4163274440724971,0.8943585924947673,0.9710472075640323,0.04762054667678405,0.03623167425394058,0.3838285923809678
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\14.mp4,0.41969688746489975,0.7209590334040554,0.983726907293189,0.0759620201757381,0.03749974071979523,0.3914656688710472
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1407.mp4,0.413836868145527,0.0,0.9874939923576381,0.08157438469929332,0.01470736414194107,0.4023549647838792
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\808.mp4,0.44445315167144106,0.8726042979781784,0.9853348428661168,0.0805027817985041,0.047572240233421326,0.4220979432131334
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1835.mp4,0.4035574944246383,0.5,0.995644215237789,0.0701533518924463,0.02190244570374489,0.3914659960596725
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2954.mp4,0.415548567793199,0.5312760454417069,0.9915501095063688,0.11615044750926554,0.04868467524647713,0.4003542577105906
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\892.mp4,0.4130731072425842,0.0,0.9924837224878326,0.5,0.035706836730241776,0.44048729601748243
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2894.mp4,0.42113566128947616,0.823158073921805,0.9902404498468879,0.13372385328310052,0.03302204608917236,0.4051550828212544
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\956.mp4,0.4148923375606537,0.5,0.5,0.5,0.025753438472747803,0.39056456767320635
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1003.mp4,0.4174381472355078,0.8953768972841682,0.9916826512700261,0.09935271578924744,0.015858104452490807,0.3967110745217844
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1753.mp4,0.4146311677073779,0.8913878408442255,0.9927986639390619,0.11611502353729944,0.027700142934918404,0.3947647884907215
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1298.mp4,0.43132538509135154,0.8285663801596919,0.9520082499231077,0.11102784582458458,0.03065066784620285,0.39548596081399084
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\894.mp4,0.42052489938559356,0.0,0.9907096720529535,0.5,0.040172964334487915,0.4443331165789856
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2591.mp4,0.41212311033849364,0.7927500141874675,0.9731460160567778,0.1720347300921601,0.02910381555557251,0.4159850354481924
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1509.mp4,0.43566734025812454,0.7928365369348664,0.9905875108619856,0.08978762023118875,0.03195645660161972,0.4004467997517904
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2047.mp4,0.40901068059524687,0.5,0.9986053005937461,0.5,0.017087610438466072,0.4364784778930056
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1014.mp4,0.41011349985311774,0.5,0.5,0.5,0.025825366377830505,0.3884248798905775
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2197.mp4,0.4150573474856523,0.5,0.5,0.5,0.018784254789352417,0.3895934445869464
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2900.mp4,0.43028805025343625,0.0,0.9960522171855045,0.06332771238844585,0.03092947043478489,0.4279102066471253
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\213.mp4,0.4699346578754155,0.809513070856936,0.9970479633602998,0.06164540436358734,0.04492737725377083,0.4197416978408789
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\443.mp4,0.41982045272986096,0.732945084253961,0.9681592017347633,0.05356377831765023,0.05199917033314705,0.4200086333448449
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1496.mp4,0.43768821478906,0.8493073424085713,0.9871596099158265,0.08456542824468766,0.029448585584759712,0.40592121405367765
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1479.mp4,0.41235197983778915,0.5,0.9914608362121434,0.0871920601502356,0.05312364175915718,0.4013922268271166
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1256.mp4,0.42808750295449816,0.8173463707778676,0.9866461476376198,0.1244442633898971,0.037623997777700424,0.41344889533406787
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2523.mp4,0.41044356711840224,0.5,0.9806382373299807,0.06465985831429555,0.01738734170794487,0.3918375160239004
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2329.mp4,0.4110156700566963,0.5,0.9821333325833373,0.06879426561753063,0.034869398921728134,0.39528022118385936
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\420.mp4,0.4440651244088395,0.6903160603885197,0.9764464167644392,0.07528941570932833,0.04331037029623985,0.4323884812929208
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1062.mp4,0.4251858034980631,0.8442613976411267,0.9984540322989253,0.05392686736037275,0.026289144530892372,0.41485911505574236
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\508.mp4,0.4095116857486435,0.5,0.5,0.5,0.04050014540553093,0.39035528039771916
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\967.mp4,0.41237832971882776,0.5,0.5,0.5,0.038921255618333817,0.39140843671622255
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1245.mp4,0.4628476878600334,0.8087377015365338,0.9581037808739779,0.0859923425234315,0.040312785655260086,0.4317416594746865
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2159.mp4,0.40712156422712187,0.0,0.9917602390577656,0.5,0.037484586238861084,0.4380034157438106
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\811.mp4,0.4242300851222796,0.6794349284883531,0.9933426752256577,0.06951638132611865,0.03256029635667801,0.409910984120339
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2521.mp4,0.41520126937895785,0.4647127483555693,0.9731953633354085,0.06683351512193944,0.011997384950518608,0.3949914092949596
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2464.mp4,0.41578842065722693,0.0,0.9763109646240696,0.05782184911249197,0.004436924122273922,0.39777344777761886
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2053.mp4,0.40683450554468614,0.5,0.5,0.5,0.02086877077817917,0.38620584311183564
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2636.mp4,0.41369281398421304,0.863564922234371,0.9936704223322416,0.09198044355758318,0.020956089720129967,0.40382479895799345
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\272.mp4,0.418258823701088,0.0,0.996987081235664,0.110500912639647,0.017004968598484993,0.3959731001545436
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2394.mp4,0.41323540977729384,0.0,0.9594895356945488,0.06134421602620014,0.08204156905412674,0.3973714521516762
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2422.mp4,0.4182923079881453,0.0,0.9602763005164705,0.06408939899594282,0.07375944405794144,0.3970730186577504
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1819.mp4,0.4256972052100906,0.8415330447078088,0.9923769207587054,0.05897034488037999,0.011148608289659023,0.37935454471884916
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\83.mp4,0.4157298360358585,0.8801282803876677,0.9696875040281836,0.08016168828736538,0.008360582403838634,0.38743902068714836
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2932.mp4,0.4165972799510884,0.8193316238172114,0.9570430243838557,0.07432002517531375,0.054439153522253036,0.39268942583603145
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2969.mp4,0.41934237150435755,0.807560710443661,0.9870812075564634,0.09918643934277274,0.054478757083415985,0.4038862381770625
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2568.mp4,0.40904178023338317,0.6958212105987835,0.9920378653362917,0.08067088678160104,0.02830844558775425,0.40936236082676797
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2296.mp4,0.4100262663274441,0.5,0.995183628392928,0.5,0.013813954778015614,0.436102275903345
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1337.mp4,0.4148467515820059,0.8260649464381644,0.9743870022863457,0.095744544285378,0.06568547338247299,0.3966777892341356
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\0.mp4,0.4111182714502017,0.5,0.5,0.5,0.02445213496685028,0.3886710423976183
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2765.mp4,0.4194932665746167,0.0,0.9928934687693745,0.08223006286104771,0.026270359754562378,0.408239054044554
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2458.mp4,0.4237321653986365,0.0,0.9811775994343764,0.05202072872344608,0.005828311201184988,0.4204970284452832
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1358.mp4,0.41358691804549275,0.8918666120693233,0.9750172925928253,0.1128733637447683,0.033328525722026825,0.39292409998264616
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2926.mp4,0.41989859817801295,0.0,0.9918789013555518,0.08024691575189391,0.03896663710474968,0.3949362707021461
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3676.mp4,0.42094825704892475,0.5,0.5,0.5,0.025935286656022072,0.39331700867041947
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2964.mp4,0.41364801497686476,0.7835112852072945,0.9988447093945505,0.12408084251788087,0.03308028355240822,0.39650453785909395
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2056.mp4,0.4092262341814526,0.8276608245476262,0.994626543174097,0.11249794862339271,0.016895124688744545,0.39300376965181455
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\690.mp4,0.42048552806360007,0.5698161948356901,0.9948896549287234,0.10372798470163747,0.08468972146511078,0.4041605624423227
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1047.mp4,0.41910872015224143,0.6312741289633429,0.9847544099893382,0.12832811459124285,0.026624519377946854,0.4202887562553671
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\555.mp4,0.4132346149124851,0.8882495933344304,0.9857012248909146,0.0749462131735701,0.010168292559683323,0.39234547095981187
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2225.mp4,0.40312077736724977,0.5,0.9882946650871935,0.12152270142259672,0.019350621849298477,0.39528867974363624
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1654.mp4,0.4482098512620811,0.9082791602993441,0.9866058284639975,0.10127770646256505,0.02646554447710514,0.40836340867272936
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3003.mp4,0.4073920860886574,0.6811478765537143,0.9583129828762967,0.13722764882934257,0.02060563862323761,0.4072268307988098
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\919.mp4,0.41957952177852664,0.5,0.5,0.5,0.03719089552760124,0.39438941912947717
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\392.mp4,0.41415944091505386,0.8932686253004146,0.9747978488773625,0.07216073362527951,0.013744405470788479,0.3884678302363514
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3742.mp4,0.43009167149149136,0.9232420327922427,0.983901802893602,0.08154261748471468,0.031366586685180664,0.4068434811383732
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1719.mp4,0.4160429851876365,0.7394201204114166,0.9879929005803835,0.0945693988128763,0.04413812234997749,0.4170666287569256
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1658.mp4,0.45378487533138645,0.5,0.9921699584845797,0.5,0.018476473167538643,0.45619166072271267
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2224.mp4,0.40824689615157345,0.0,0.9915129763492331,0.10546106374493998,0.02750491350889206,0.3971325833458252
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2268.mp4,0.41384930760805844,0.6554699900465106,0.9945287162990601,0.10436792493297199,0.029824916273355484,0.4118185747575462
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1015.mp4,0.4311950897862171,0.5,0.5,0.5,0.02158357761800289,0.39727532704649815
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1450.mp4,0.41211459040641785,0.5,0.5,0.5,0.03968939930200577,0.3914049755781889
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2432.mp4,0.40823107358367966,0.0,0.9702870903992367,0.061929988231381634,0.0649125725030899,0.37593844168833523
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1885.mp4,0.4109314162412594,0.7801274751340195,0.9668556034194958,0.10896559741526012,0.02193867787718773,0.4095369254073859
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1025.mp4,0.42174640684932857,0.8907215598455843,0.9757189653096068,0.15354183018581685,0.029474733397364616,0.4095741673194755
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1745.mp4,0.41853369275728863,0.5,0.5,0.5,0.009062475524842739,0.38969953306950633
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3758.mp4,0.4130435607519494,0.5,0.5,0.5,0.04208337515592575,0.39218210861176606
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\767.mp4,0.43517146205556567,0.5,0.997953417386038,0.10837257518817305,0.022512340918183327,0.40983660832015323
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\602.mp4,0.4287161302681153,0.5,0.5,0.5,0.04690464586019516,0.39995795549968116
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2757.mp4,0.4122975479375135,0.5,0.9957426122664712,0.08712996915731508,0.06965826451778412,0.3928399574246536
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1690.mp4,0.42454249846106545,0.5,0.5,0.5,0.03785599768161774,0.39672252395972213
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\446.mp4,0.42721101514836574,0.5,0.5,0.5,0.04460828751325607,0.398936199943753
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3853.mp4,0.42150547619788875,0.5,0.5,0.5,0.021563097834587097,0.392911928964238
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\615.mp4,0.45321670850413437,0.0,0.9483851949120412,0.07512997186420121,0.03756901994347572,0.41524309821861755
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\175.mp4,0.5657018251636977,0.7853441877313752,0.9931390014738783,0.10485253717138784,0.017398493364453316,0.46869740064900983
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2971.mp4,0.4174615936911004,0.7475720019562014,0.9580577885036614,0.10474528772849988,0.04357059299945831,0.38391906314246027
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\195.mp4,0.42762701449886203,0.8714875343907672,0.987689520674057,0.13039377961004317,0.022149305790662766,0.41151365743008456
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2150.mp4,0.4042744005080497,0.5,0.5,0.5,0.054548803716897964,0.39010580078615703
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\993.mp4,0.42639678529640923,0.9116488891720714,0.9905715805070158,0.11973802903677427,0.01337465550750494,0.4023243282556484
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2913.mp4,0.4129688202475126,0.0,0.5,0.5,0.04527771472930908,0.39262762632077697
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3806.mp4,0.4134301859885454,0.5,0.5,0.5,0.02199920080602169,0.3893434638157487
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1996.mp4,0.40686528397872385,0.0,0.9884522250110249,0.087597970058598,0.013295378535985947,0.40182575090100203
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\624.mp4,0.47690268576145173,0.5,0.9892937829582237,0.5,0.07146620005369186,0.47425551689652945
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1551.mp4,0.46166386749966737,0.927202829388668,0.9983948040637766,0.11143102331346381,0.02094876766204834,0.41764056976311187
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1956.mp4,0.4204485379528291,0.5,0.989743357770282,0.08901182251043772,0.03179585188627243,0.40184673788978587
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\465.mp4,0.42295321065282065,0.5,0.9979205485117716,0.19444978990442008,0.03692140057682991,0.41510418872191296
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1128.mp4,0.4082526077750985,0.8933659051643306,0.9542774740016833,0.16520394022553042,0.016970284283161163,0.39233667645266257
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\986.mp4,0.43188115732728943,0.5,0.5,0.5,0.012865646742284298,0.39627636780862285
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3011.mp4,0.41024864298626057,0.0,0.9942834159442647,0.08987880210715464,0.04178047552704811,0.41461380823009014
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\185.mp4,0.462401521813338,0.777555992601826,0.994848438394493,0.08993125192107002,0.0370047353208065,0.4058534044155977
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2005.mp4,0.41575017183610835,0.0,0.9519425942654103,0.0765307606780548,0.006932419259101152,0.3926643010798341
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\3972.mp4,0.4245591383959566,0.0,0.9787470171226277,0.0909899348492499,0.053309936076402664,0.4234865417263993
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2228.mp4,0.4056156091760881,0.5,0.5,0.5,0.015216128900647163,0.3848094434643367
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\103.mp4,0.4298645374128374,0.0,0.5,0.5,0.014208989217877388,0.3955703902184584
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\2642.mp4,0.45074748212073046,0.8742324846584141,0.9838576288116522,0.09611857606245525,0.026247156783938408,0.42648998484433764
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1324.mp4,0.42222474710694674,0.7439484002179427,0.8968394446558465,0.09154083362500443,0.0380062498152256,0.3778986621214508
C:\Users\busra\Desktop\projeler\df\df_video\AVLips v1.0\AVLips\0_real\1725.mp4,0.4167706290880839,0.5,0.5,0.5,0.02367197908461094,0.3910975799523294
